SR Number,Activities,Change Date+Time
1-728309860,Accepted + In Progress,2012-05-03 15:15:56+01:00
1-728309860,Completed + Resolved,2012-05-03 15:30:12+01:00
1-728309860,Completed + Closed,2012-05-03 15:30:17+01:00
1-728318565,Accepted + In Progress,2012-04-20 09:45:18+01:00
1-728318565,Accepted + In Progress,2012-04-20 09:45:26+01:00
1-728318565,Queued + Awaiting Assignment,2012-04-20 10:00:11+01:00
1-728318565,Accepted + In Progress,2012-04-20 10:06:20+01:00
1-728318565,Queued + Awaiting Assignment,2012-04-20 10:07:15+01:00
1-728318565,Accepted + In Progress,2012-04-20 13:49:03+01:00
1-728318565,Queued + Awaiting Assignment,2012-04-20 13:49:54+01:00
1-728318565,Queued + Awaiting Assignment,2012-04-20 13:49:55+01:00
1-728318565,Accepted + In Progress,2012-04-20 13:52:53+01:00
1-728318565,Accepted + Wait - User,2012-04-20 14:24:20+01:00
1-728318565,Completed + Resolved,2012-05-07 12:07:55+01:00
1-728318565,Completed + Closed,2012-05-15 00:22:54+01:00
1-728326523,Accepted + In Progress,2012-04-20 10:13:43+01:00
1-728326523,Accepted + In Progress,2012-04-20 10:13:50+01:00
1-728326523,Queued + Awaiting Assignment,2012-04-20 10:25:02+01:00
1-728326523,Accepted + In Progress,2012-04-20 11:41:32+01:00
1-728326523,Accepted + Assigned,2012-04-20 11:57:10+01:00
1-728326523,Accepted + In Progress,2012-05-02 13:39:53+01:00
1-728326523,Accepted + Assigned,2012-05-02 13:40:41+01:00
1-728326523,Accepted + In Progress,2012-05-04 07:46:13+01:00
1-728326523,Accepted + Assigned,2012-05-04 07:47:49+01:00
1-728326523,Accepted + In Progress,2012-05-04 08:48:20+01:00
1-728326523,Completed + Resolved,2012-05-04 14:06:34+01:00
1-728326523,Completed + Closed,2012-05-12 00:20:00+01:00
1-728338521,Accepted + In Progress,2012-04-20 10:07:49+01:00
1-728338521,Accepted + In Progress,2012-04-20 10:09:12+01:00
1-728338521,Queued + Awaiting Assignment,2012-04-20 10:14:22+01:00
1-728338521,Accepted + In Progress,2012-04-20 11:40:39+01:00
1-728338521,Accepted + Assigned,2012-04-20 13:58:19+01:00
1-728338521,Accepted + In Progress,2012-05-07 10:44:40+01:00
1-728338521,Completed + Resolved,2012-05-07 11:24:20+01:00
1-728338521,Completed + Closed,2012-05-15 00:22:54+01:00
1-728338595,Accepted + In Progress,2012-04-20 10:40:11+01:00
1-728338595,Accepted + In Progress,2012-04-20 10:40:50+01:00
1-728338595,Accepted + Wait - User,2012-04-20 11:41:22+01:00
1-728338595,Accepted + In Progress,2012-04-24 11:26:08+01:00
1-728338595,Completed + Resolved,2012-04-24 11:26:18+01:00
1-728338595,Accepted + In Progress,2012-04-24 11:50:27+01:00
1-728338595,Accepted + Wait - User,2012-04-24 11:50:37+01:00
1-728338595,Accepted + In Progress,2012-05-04 08:28:40+01:00
1-728338595,Queued + Awaiting Assignment,2012-05-04 08:46:12+01:00
1-728338595,Accepted + In Progress,2012-05-07 06:58:53+01:00
1-728338595,Accepted + Wait - User,2012-05-07 14:37:56+01:00
1-728338595,Completed + Resolved,2012-05-11 14:58:06+01:00
1-728338595,Completed + Closed,2012-05-12 00:20:00+01:00
1-728372131,Queued + Awaiting Assignment,2012-04-20 13:59:22+01:00
1-728372131,Accepted + In Progress,2012-04-20 16:03:45+01:00
1-728372131,Queued + Awaiting Assignment,2012-04-20 16:03:59+01:00
1-728372131,Accepted + In Progress,2012-04-21 00:45:36+01:00
1-728372131,Queued + Awaiting Assignment,2012-04-21 00:45:57+01:00
1-728372131,Accepted + In Progress,2012-04-26 11:39:47+01:00
1-728372131,Accepted + Assigned,2012-04-26 11:39:53+01:00
1-728372131,Accepted + In Progress,2012-04-26 12:30:09+01:00
1-728372131,Accepted + In Progress,2012-04-26 12:30:30+01:00
1-728372131,Accepted + In Progress,2012-04-26 14:04:15+01:00
1-728372131,Queued + Awaiting Assignment,2012-04-26 14:04:27+01:00
1-728372131,Accepted + In Progress,2012-04-26 16:31:28+01:00
1-728372131,Queued + Awaiting Assignment,2012-04-26 16:32:50+01:00
1-728372131,Accepted + In Progress,2012-04-27 12:30:46+01:00
1-728372131,Accepted + Wait - Implementation,2012-05-02 08:57:01+01:00
1-728372131,Completed + Resolved,2012-05-02 09:44:44+01:00
1-728372131,Completed + Closed,2012-05-10 00:18:40+01:00
1-728375012,Accepted + In Progress,2012-04-20 10:39:17+01:00
1-728375012,Accepted + In Progress,2012-04-20 11:17:45+01:00
1-728375012,Accepted + Wait - User,2012-04-20 11:55:02+01:00
1-728375012,Completed + Resolved,2012-05-03 11:40:16+01:00
1-728375012,Completed + Closed,2012-05-03 11:40:20+01:00
1-728380041,Queued + Awaiting Assignment,2012-04-20 12:23:22+01:00
1-728380041,Accepted + In Progress,2012-04-20 12:46:31+01:00
1-728380041,Queued + Awaiting Assignment,2012-04-20 12:48:17+01:00
1-728380041,Accepted + In Progress,2012-04-20 18:18:47+01:00
1-728380041,Accepted + Assigned,2012-04-20 18:18:55+01:00
1-728380041,Accepted + In Progress,2012-04-20 22:06:22+01:00
1-728380041,Accepted + Wait - User,2012-04-20 22:06:28+01:00
1-728380041,Accepted + Wait - User,2012-04-23 20:04:32+01:00
1-728380041,Completed + Resolved,2012-05-07 16:52:03+01:00
1-728380041,Completed + Closed,2012-05-15 00:22:53+01:00
1-728380361,Queued + Awaiting Assignment,2012-04-20 14:54:02+01:00
1-728380361,Accepted + In Progress,2012-04-20 15:59:27+01:00
1-728380361,Queued + Awaiting Assignment,2012-04-20 15:59:34+01:00
1-728380361,Accepted + In Progress,2012-04-20 20:01:44+01:00
1-728380361,Queued + Awaiting Assignment,2012-04-20 20:03:51+01:00
1-728380361,Accepted + In Progress,2012-04-23 12:59:05+01:00
1-728380361,Completed + Resolved,2012-05-02 14:36:55+01:00
1-728380361,Completed + Closed,2012-05-10 00:18:39+01:00
1-728380451,Queued + Awaiting Assignment,2012-04-20 15:50:49+01:00
1-728380451,Accepted + In Progress,2012-04-20 16:09:24+01:00
1-728380451,Queued + Awaiting Assignment,2012-04-20 16:21:03+01:00
1-728380451,Accepted + In Progress,2012-04-20 16:44:53+01:00
1-728380451,Accepted + Wait,2012-04-20 16:45:10+01:00
1-728380451,Accepted + In Progress,2012-05-03 18:54:27+01:00
1-728380451,Completed + Resolved,2012-05-03 18:57:54+01:00
1-728380451,Completed + Closed,2012-05-11 00:24:08+01:00
1-728380521,Queued + Awaiting Assignment,2012-04-20 16:22:04+01:00
1-728380521,Accepted + In Progress,2012-04-20 16:50:19+01:00
1-728380521,Accepted + Assigned,2012-04-20 16:51:22+01:00
1-728380521,Accepted + In Progress,2012-04-20 16:51:26+01:00
1-728380521,Accepted + In Progress,2012-04-20 16:51:33+01:00
1-728380521,Accepted + Assigned,2012-04-20 16:51:37+01:00
1-728380521,Accepted + In Progress,2012-04-20 17:51:37+01:00
1-728380521,Queued + Awaiting Assignment,2012-04-20 17:59:21+01:00
1-728380521,Accepted + In Progress,2012-04-24 08:26:36+01:00
1-728380521,Queued + Awaiting Assignment,2012-04-24 08:34:20+01:00
1-728380521,Accepted + In Progress,2012-04-24 13:35:22+01:00
1-728380521,Queued + Awaiting Assignment,2012-04-24 13:35:45+01:00
1-728380521,Accepted + In Progress,2012-04-24 16:47:49+01:00
1-728380521,Accepted + Wait - User,2012-05-04 08:58:08+01:00
1-728380521,Completed + Resolved,2012-05-04 08:58:29+01:00
1-728380521,Completed + Closed,2012-05-12 00:19:57+01:00
1-728401991,Accepted + In Progress,2012-04-20 10:43:02+01:00
1-728401991,Accepted + In Progress,2012-04-20 10:43:12+01:00
1-728401991,Queued + Awaiting Assignment,2012-04-20 10:45:46+01:00
1-728401991,Accepted + In Progress,2012-04-20 10:45:49+01:00
1-728401991,Accepted + Assigned,2012-04-20 10:46:00+01:00
1-728401991,Accepted + In Progress,2012-04-20 12:23:50+01:00
1-728401991,Accepted + Wait - User,2012-04-20 12:24:17+01:00
1-728401991,Accepted + In Progress,2012-05-02 15:53:41+01:00
1-728401991,Completed + Resolved,2012-05-02 15:54:13+01:00
1-728401991,Completed + Closed,2012-05-10 00:18:42+01:00
1-728402231,Accepted + In Progress,2012-04-20 10:59:26+01:00
1-728402231,Accepted + In Progress,2012-04-20 11:00:54+01:00
1-728402231,Queued + Awaiting Assignment,2012-04-20 11:03:48+01:00
1-728402231,Accepted + In Progress,2012-04-20 11:03:49+01:00
1-728402231,Accepted + Assigned,2012-04-20 11:04:16+01:00
1-728402231,Accepted + In Progress,2012-04-20 12:24:51+01:00
1-728402231,Accepted + Wait - User,2012-04-25 14:21:56+01:00
1-728402231,Accepted + In Progress,2012-05-02 15:57:52+01:00
1-728402231,Completed + Resolved,2012-05-02 15:57:54+01:00
1-728402231,Completed + Closed,2012-05-10 00:18:42+01:00
1-728408911,Accepted + In Progress,2012-04-20 10:39:43+01:00
1-728408911,Accepted + In Progress,2012-04-20 10:40:27+01:00
1-728408911,Queued + Awaiting Assignment,2012-04-20 10:43:50+01:00
1-728408911,Accepted + In Progress,2012-04-30 11:29:18+01:00
1-728408911,Queued + Awaiting Assignment,2012-04-30 11:29:54+01:00
1-728408911,Accepted + In Progress,2012-04-30 12:29:39+01:00
1-728408911,Accepted + Wait - User,2012-04-30 12:34:50+01:00
1-728408911,Completed + Resolved,2012-05-03 07:26:21+01:00
1-728408911,Completed + Closed,2012-05-04 00:18:23+01:00
1-728409061,Accepted + In Progress,2012-04-20 11:02:04+01:00
1-728409061,Accepted + In Progress,2012-04-20 11:02:24+01:00
1-728409061,Queued + Awaiting Assignment,2012-04-20 11:10:18+01:00
1-728409061,Accepted + In Progress,2012-04-20 11:29:47+01:00
1-728409061,Queued + Awaiting Assignment,2012-04-20 11:33:48+01:00
1-728409061,Accepted + In Progress,2012-04-23 08:30:28+01:00
1-728409061,Queued + Awaiting Assignment,2012-04-23 08:48:12+01:00
1-728409061,Accepted + In Progress,2012-04-23 08:48:17+01:00
1-728409061,Queued + Awaiting Assignment,2012-05-10 10:31:13+01:00
1-728409061,Accepted + In Progress,2012-05-10 10:47:53+01:00
1-728409061,Completed + Resolved,2012-05-10 10:49:10+01:00
1-728409061,Completed + Closed,2012-05-11 00:24:11+01:00
1-728412968,Accepted + In Progress,2012-04-20 11:06:20+01:00
1-728412968,Accepted + In Progress,2012-04-20 11:10:47+01:00
1-728412968,Accepted + Wait - User,2012-04-20 11:19:30+01:00
1-728412968,Queued + Awaiting Assignment,2012-04-20 11:19:33+01:00
1-728412968,Accepted + In Progress,2012-04-20 11:20:03+01:00
1-728412968,Accepted + Wait - User,2012-04-20 11:20:18+01:00
1-728412968,Accepted + In Progress,2012-05-07 10:35:49+01:00
1-728412968,Completed + Resolved,2012-05-07 10:39:53+01:00
1-728412968,Completed + Closed,2012-05-15 00:22:54+01:00
1-728418011,Queued + Awaiting Assignment,2012-04-20 14:15:39+01:00
1-728418011,Queued + Awaiting Assignment,2012-04-20 14:23:04+01:00
1-728418011,Accepted + In Progress,2012-04-25 20:17:13+01:00
1-728418011,Accepted + Assigned,2012-04-25 20:24:48+01:00
1-728418011,Accepted + In Progress,2012-04-27 09:53:56+01:00
1-728418011,Completed + Resolved,2012-05-08 09:34:16+01:00
1-728418011,Completed + Closed,2012-05-16 00:21:31+01:00
1-728423732,Accepted + In Progress,2012-04-20 12:30:22+01:00
1-728423732,Accepted + In Progress,2012-04-20 12:30:37+01:00
1-728423732,Queued + Awaiting Assignment,2012-04-20 12:47:47+01:00
1-728423732,Accepted + In Progress,2012-04-20 13:03:34+01:00
1-728423732,Accepted + Assigned,2012-04-20 13:04:47+01:00
1-728423732,Accepted + In Progress,2012-04-20 13:14:30+01:00
1-728423732,Accepted + Wait - User,2012-04-20 13:19:26+01:00
1-728423732,Accepted + Wait,2012-04-20 14:17:35+01:00
1-728423732,Accepted + Wait - User,2012-04-20 14:18:49+01:00
1-728423732,Accepted + In Progress,2012-05-03 13:32:54+01:00
1-728423732,Completed + Resolved,2012-05-03 13:33:00+01:00
1-728423732,Completed + Closed,2012-05-11 00:24:10+01:00
1-728429599,Accepted + In Progress,2012-04-20 11:20:07+01:00
1-728429599,Accepted + In Progress,2012-04-20 11:20:30+01:00
1-728429599,Queued + Awaiting Assignment,2012-04-20 12:15:16+01:00
1-728429599,Accepted + In Progress,2012-04-21 02:23:29+01:00
1-728429599,Queued + Awaiting Assignment,2012-04-21 02:23:44+01:00
1-728429599,Accepted + In Progress,2012-04-26 11:13:25+01:00
1-728429599,Queued + Awaiting Assignment,2012-04-26 11:13:31+01:00
1-728429599,Accepted + In Progress,2012-05-03 11:43:11+01:00
1-728429599,Accepted + Wait,2012-05-03 11:44:06+01:00
1-728429599,Accepted + In Progress,2012-05-03 12:25:27+01:00
1-728429599,Accepted + Wait - User,2012-05-03 13:05:11+01:00
1-728429599,Accepted + In Progress,2012-05-03 14:56:33+01:00
1-728429599,Queued + Awaiting Assignment,2012-05-03 14:59:22+01:00
1-728429599,Accepted + In Progress,2012-05-03 15:19:49+01:00
1-728429599,Queued + Awaiting Assignment,2012-05-03 15:22:41+01:00
1-728429599,Accepted + In Progress,2012-05-04 10:31:08+01:00
1-728429599,Accepted + Wait,2012-05-04 10:31:14+01:00
1-728429599,Accepted + In Progress,2012-05-04 11:30:55+01:00
1-728429599,Accepted + Wait - User,2012-05-04 11:31:42+01:00
1-728429599,Accepted + In Progress,2012-05-04 12:14:05+01:00
1-728429599,Accepted + Wait - User,2012-05-04 13:08:30+01:00
1-728429599,Accepted + In Progress,2012-05-07 09:25:01+01:00
1-728429599,Completed + Resolved,2012-05-07 09:26:54+01:00
1-728429599,Completed + Closed,2012-05-07 09:26:57+01:00
1-728429698,Accepted + In Progress,2012-04-20 11:22:01+01:00
1-728429698,Accepted + In Progress,2012-04-20 11:22:08+01:00
1-728429698,Queued + Awaiting Assignment,2012-04-20 11:23:30+01:00
1-728429698,Accepted + In Progress,2012-04-20 11:48:21+01:00
1-728429698,Queued + Awaiting Assignment,2012-04-20 12:19:29+01:00
1-728429698,Accepted + In Progress,2012-04-21 02:22:58+01:00
1-728429698,Queued + Awaiting Assignment,2012-04-21 02:23:08+01:00
1-728429698,Accepted + In Progress,2012-04-30 09:52:24+01:00
1-728429698,Accepted + Wait,2012-04-30 09:53:05+01:00
1-728429698,Accepted + In Progress,2012-04-30 10:04:32+01:00
1-728429698,Accepted + Wait - User,2012-04-30 10:05:16+01:00
1-728429698,Accepted + In Progress,2012-05-03 13:06:48+01:00
1-728429698,Accepted + Wait - User,2012-05-03 13:06:57+01:00
1-728429698,Accepted + In Progress,2012-05-04 08:10:54+01:00
1-728429698,Completed + Resolved,2012-05-04 08:48:54+01:00
1-728429698,Accepted + In Progress,2012-05-04 08:49:00+01:00
1-728429698,Queued + Awaiting Assignment,2012-05-04 08:49:15+01:00
1-728429698,Accepted + In Progress,2012-05-04 09:03:30+01:00
1-728429698,Queued + Awaiting Assignment,2012-05-04 09:30:49+01:00
1-728429698,Accepted + In Progress,2012-05-04 10:48:55+01:00
1-728429698,Queued + Awaiting Assignment,2012-05-04 10:49:04+01:00
1-728429698,Accepted + In Progress,2012-05-04 14:27:52+01:00
1-728429698,Accepted + Wait - User,2012-05-04 14:29:13+01:00
1-728429698,Accepted + In Progress,2012-05-07 07:56:40+01:00
1-728429698,Accepted + Wait - User,2012-05-07 08:04:19+01:00
1-728429698,Accepted + In Progress,2012-05-07 14:39:29+01:00
1-728429698,Queued + Awaiting Assignment,2012-05-07 14:43:23+01:00
1-728429698,Accepted + In Progress,2012-05-07 14:49:49+01:00
1-728429698,Accepted + Wait,2012-05-07 14:50:29+01:00
1-728429698,Completed + Resolved,2012-05-09 12:43:51+01:00
1-728429698,Completed + Closed,2012-05-10 00:18:41+01:00
1-728449782,Accepted + In Progress,2012-04-20 12:42:57+01:00
1-728449782,Accepted + In Progress,2012-04-20 12:43:12+01:00
1-728449782,Queued + Awaiting Assignment,2012-04-20 12:44:55+01:00
1-728449782,Accepted + In Progress,2012-04-20 13:53:40+01:00
1-728449782,Accepted + Assigned,2012-04-20 14:13:12+01:00
1-728449782,Accepted + In Progress,2012-04-20 14:31:24+01:00
1-728449782,Accepted + Wait - Implementation,2012-04-20 14:31:30+01:00
1-728449782,Completed + Resolved,2012-05-10 07:55:55+01:00
1-728449782,Completed + Closed,2012-05-11 00:24:09+01:00
1-728463083,Accepted + In Progress,2012-04-20 12:10:00+01:00
1-728463083,Accepted + In Progress,2012-04-20 12:10:22+01:00
1-728463083,Queued + Awaiting Assignment,2012-04-20 12:23:27+01:00
1-728463083,Accepted + In Progress,2012-04-20 12:46:52+01:00
1-728463083,Queued + Awaiting Assignment,2012-04-20 15:52:43+01:00
1-728463083,Accepted + In Progress,2012-04-20 15:57:02+01:00
1-728463083,Accepted + Wait - Implementation,2012-04-20 17:23:54+01:00
1-728463083,Queued + Awaiting Assignment,2012-04-23 09:47:02+01:00
1-728463083,Accepted + In Progress,2012-04-23 09:56:29+01:00
1-728463083,Accepted + Wait - User,2012-04-23 10:01:16+01:00
1-728463083,Accepted + Assigned,2012-04-23 10:37:03+01:00
1-728463083,Accepted + In Progress,2012-04-23 13:01:40+01:00
1-728463083,Accepted + Wait - User,2012-04-23 13:08:35+01:00
1-728463083,Queued + Awaiting Assignment,2012-04-23 13:17:32+01:00
1-728463083,Accepted + In Progress,2012-04-23 13:21:51+01:00
1-728463083,Queued + Awaiting Assignment,2012-04-23 14:06:00+01:00
1-728463083,Accepted + In Progress,2012-04-23 15:38:57+01:00
1-728463083,Queued + Awaiting Assignment,2012-04-23 15:39:46+01:00
1-728463083,Accepted + In Progress,2012-04-24 07:49:15+01:00
1-728463083,Accepted + Wait - User,2012-05-03 11:46:38+01:00
1-728463083,Completed + Resolved,2012-05-04 05:26:18+01:00
1-728463083,Completed + Closed,2012-05-12 00:19:59+01:00
1-728466992,Accepted + In Progress,2012-04-20 12:08:58+01:00
1-728466992,Accepted + In Progress,2012-04-20 12:11:54+01:00
1-728466992,Accepted + Wait - Implementation,2012-04-20 12:35:46+01:00
1-728466992,Accepted + Wait - Implementation,2012-04-20 13:03:34+01:00
1-728466992,Accepted + In Progress,2012-04-20 13:03:43+01:00
1-728466992,Queued + Awaiting Assignment,2012-04-20 13:04:32+01:00
1-728466992,Accepted + In Progress,2012-04-20 13:06:06+01:00
1-728466992,Accepted + Assigned,2012-04-20 13:07:08+01:00
1-728466992,Accepted + In Progress,2012-04-20 13:39:40+01:00
1-728466992,Accepted + Wait,2012-04-20 13:40:03+01:00
1-728466992,Queued + Awaiting Assignment,2012-04-20 14:54:14+01:00
1-728466992,Accepted + In Progress,2012-04-21 02:21:49+01:00
1-728466992,Queued + Awaiting Assignment,2012-04-21 02:22:02+01:00
1-728466992,Accepted + In Progress,2012-04-23 10:03:16+01:00
1-728466992,Accepted + Assigned,2012-04-23 10:05:06+01:00
1-728466992,Accepted + Assigned,2012-04-23 10:05:07+01:00
1-728466992,Accepted + In Progress,2012-04-23 12:54:25+01:00
1-728466992,Accepted + Wait,2012-04-23 13:06:23+01:00
1-728466992,Accepted + In Progress,2012-04-23 13:19:41+01:00
1-728466992,Accepted + Wait - User,2012-04-23 13:24:26+01:00
1-728466992,Accepted + In Progress,2012-04-26 10:45:09+01:00
1-728466992,Accepted + Wait - User,2012-04-26 11:00:07+01:00
1-728466992,Accepted + In Progress,2012-05-04 08:54:41+01:00
1-728466992,Completed + Resolved,2012-05-04 08:55:01+01:00
1-728466992,Completed + Closed,2012-05-05 00:16:22+01:00
1-728471269,Accepted + In Progress,2012-04-20 12:52:07+01:00
1-728471269,Accepted + In Progress,2012-04-20 12:53:35+01:00
1-728471269,Queued + Awaiting Assignment,2012-04-20 13:04:37+01:00
1-728471269,Accepted + In Progress,2012-04-20 13:18:21+01:00
1-728471269,Accepted + Assigned,2012-04-20 13:18:27+01:00
1-728471269,Accepted + In Progress,2012-04-23 08:42:58+01:00
1-728471269,Accepted + Wait - User,2012-04-23 08:43:01+01:00
1-728471269,Completed + Resolved,2012-05-08 22:16:41+01:00
1-728471269,Completed + Closed,2012-05-16 00:21:31+01:00
1-728476062,Accepted + In Progress,2012-04-20 12:25:43+01:00
1-728476062,Accepted + In Progress,2012-04-20 12:25:51+01:00
1-728476062,Queued + Awaiting Assignment,2012-04-20 12:27:08+01:00
1-728476062,Accepted + In Progress,2012-04-20 12:31:39+01:00
1-728476062,Queued + Awaiting Assignment,2012-04-20 12:32:00+01:00
1-728476062,Accepted + In Progress,2012-04-20 13:07:40+01:00
1-728476062,Accepted + Assigned,2012-04-20 13:07:50+01:00
1-728476062,Accepted + In Progress,2012-04-24 15:02:13+01:00
1-728476062,Completed + Resolved,2012-05-04 13:16:49+01:00
1-728476062,Completed + Closed,2012-05-12 00:19:59+01:00
1-728479140,Accepted + In Progress,2012-04-20 13:11:01+01:00
1-728479140,Accepted + In Progress,2012-04-20 13:11:43+01:00
1-728479140,Queued + Awaiting Assignment,2012-04-20 13:15:42+01:00
1-728479140,Accepted + In Progress,2012-04-20 13:40:28+01:00
1-728479140,Queued + Awaiting Assignment,2012-04-23 07:50:15+01:00
1-728479140,Accepted + In Progress,2012-04-23 10:37:18+01:00
